965	2
966	1
967	3
968	1
969	1
970	3
971	3
972	3
973	2
974	3
975	1
976	1
977	3
978	3
979	1
980	1
981	2
982	3
983	3
984	3
985	3
986	1
987	2
988	1
989	1
990	1
991	3
992	1
993	3
994	2
995	3
996	3
997	2
998	1
999	1
1000	2
